model,owner,mileage
gbkoyzsfnTCOO,l2ARRyFQ,9000.142578
WMUHXtoC hgvHku,l2GQl#BB,2283.725586
bfDmiPaQZll,l2H jDC,7149.090332
bZPWYGEfpmokYPd,l2HR?X?rFFI-JGyyF8r-#2R191uuD,4815.545898
oRknJflcrJAK,l2IFOgDsFrd,2671.062744
Ev,l2Jo',3816.421631
Hy,l2OzE0jA-L!jeZ8M1xu6,6484.060059
ySPOmNiyFvOKMV-,l2QIbmd3cSBpiU#Yolm06eB.f5X#?,4988.740723
kfTZqfEdf hybA,l2Xa'iOKicMyZZrJwk91jfVXPLgvMZ',7805.732910
oSJW,l2c6!CGsDeGPACil,3140.623535
hLzeznEHao,l2g291-2jq1GxW7zEMhVM,5026.129395
Ol ,l2h,5340.709961
OIvdG,l2h963U? ?-oIJx3riCQNt4uXf-,1573.998657
ER,l2jYDG 'J9HIk6dkVKplEVP5Y-1Z,4660.041016
dA,l2py2,6719.454590
LGeOCix,l2r2f-OJ2NmmjVZzYYoEcGMD0PU#Nyj,4397.399414
W,l2r4. D,8367.553711
n llXMqFaVutiag,l2wL,4064.865723
taKxgmZLawhcLZl,l3!F' -,5686.527832
ur-hJAYpjEgIZ,l33u0jBzvxfpu40!XM,1662.694580
XL,l37y62ZC8?Jq,7300.576172
aGlpWTS,l3?8DW5PGxRmP.0JnmjQ0hI-,6757.499512
baLYsPwDnTE,l3CQbZRn5jlk!Gl##,2723.567627
GeasaXik,l3GjlgzJwZ3Lc,9010.293945
GLxYROQNWXLqvpe,l3Gp3l-UOGgv,8902.309570
pCRdlNTKQjl,l3H1hhSNfA?jV4Q7ylUCndB17A8,9556.853516
QdoosKxFuQ,l3IFt,6870.228027
coi,l3JjHM2,1114.610474
JwNYn-mifBp,l3Mu0pNjP 0?GOaqj5D#7 lD,9603.628906
gnR,l3S,6081.252930
LJdXJsXN,l3STBbd5iV#DOIXenL1OJDJNqR1T'g,2567.035400
tOMAheOFIFCir,l3SUuWF7#0DOz49x,6097.071777
laMDgTiBKdrtKUj,l3Yn2-KrjN9JVGvuLxd1Qm!bC3',5499.937500
BUYzgxZFNGm-n,l3Yx3nQkBlfsNjYKs2Py2qVLL',8463.416016
ITj,l3ZtOts0XE,5962.980957
lJKrCqVt,l3bNhxdA,3169.842041
olFHUcj,l3cbrOsu.G.mF2I3,2103.010254
EWsbWzf,l3dz,3719.408203
iLuiUmqrZV,l3l bGrq4JMf,2628.133545
VzerbhOk-y,l3o6D8ncEPLiFcCb?sFdfCTgpUuOF?,3498.023193
csOFCgpdFsSS,l3xFZcue,104.228546
fmJWQxhop,l3xxwPh85'djd-r52BtWKMlY0j,7560.322266
gW,l3zEo6qnk Xl,2415.403564
hBPNDlUmbTQUq,l4'NcwEA'G4x1zGO,8625.864258
gomCfGJcuKwD,l4.-dZFZ2!lqBnIq3gvBif5DickT,779.117432
ssPONtFgnD,l40Sj55vcuc,6614.972656
fmJoUQW-H,l43'Zga-1!IhmU3a,5771.729492
FfBFNOqz,l46'3DaD?h?qTBdb!GM49yZUooe8iqn,869.138428
WtqM,l47kYNlXrxths1BI6f59b-,9395.846680
USxry,l49MoNMjaGj3cCHnksb6sJFMRBhPP,1781.802124
aD,l4?xM LkN.WBkuMEoz7SMi3xm,1293.876465
bkOLDst,l4CICtIoxIz,6654.086426
gIyhX dbD,l4IwcQnZnFiEVfr#myNACmkp.NhF6M,8113.195312
 UmraYsYgMvSG,l4JGr##cAKM7#2kGwA.n-D,8042.995605
qcvEkm,l4LUL6-3.22CDhR6uaSL084EPbKlVAI,5560.017578
DXX qloaLxcsI,l4Zf9?qL2XXB-n'PpSiz1-pbC-z3,4959.703613
XayuDXo,l4b2,9759.246094
OrISDuY,l4b?iHeKyDP,8960.816406
KvWfxUngMO,l4iLaatkQhXVKkg,4963.544434
SJCvN,l4jcnjXJ!wQRZln3l'F4V,5817.156738
FjK,l4lYn!ld#h#rE0LPf5'w5dsG,2494.606689
UmwyBUJWbjneST,l4n0ozfV42kpJ#,7457.052246
eHaxIoof,l4pccdUN,7424.015625
UKQXMXEICmryK,l4wxg,9181.676758
teJK,l5!2zwEJpQ2v'f,209.419266
TZTzoKwcn,l5#MRtR lAruRQ9l4BI2,7828.932617
PSCNKararI,l54,102.023109
A,l5?j0MA6Srcd YClZoGcXgtdpq7FddbY,3574.780273
RFQ,l5B8.JtiNu0V6K,2136.795166
PRFF-NEtMvgorJy,l5DI8U '#NrfUofsJqMQHysMIa,6929.322754
R,l5Dq!c384qM8VAk,4341.710449
JdBF,l5EvyFVdEnTOW,6398.484863
q,l5KwSemXNp4DKmb1.RjDQraTYJ,1975.024780
RbYAFBDClxyUS,l5VcRh,915.312622
dBRT-sV,l5Wy g?'.czm-w16tHf,6623.317383
pV,l5X#L76.B'TFM.3QXZ,220.699234
wgyARHqttwugvdO,l5X8Jg4RsUMANGW,1206.468506
OiKzRHZi UYwU,l5XiM,8457.058594
 AeYKqqjMQSR,l5doo0JiUxR9ob1wVa-Njfwd9P.m,6618.026855
Vefr,l5fEWxemGC#OLEbslbDOjVEKSY2fP7Cp,1791.605103
juiIITPf,l5il50VcS,1998.593018
YOd,l5nE6rArwHIZUP35,6934.849609
CqrAfbflDfmpBqIl,l5opEonh8l,9898.692383
sxIvKAdTmHLwxq,l5oxrhpjzRaUu7HBLgqb,743.571472
DCBvRcnWF,l5rLbh4kmstRwIkhP,6515.709961
YhMYBRonx,l5v,2802.894531
hNE SKTIw,l6!HnaS.dIJ tSRORyv.9xeha,2726.941406
mnxvBXqKZWlGt,l6#wacqEsBso4dcg2ln'9,2197.752930
LGJShoawZ -A G,l6' NgoC,929.772400
Wpo,l62n7GMmE?,8760.668945
Lu,l62uucP4wL 309n0.clWhPbz9JFKA5,5404.430176
F,l63zodXqKU59d2OBb,2153.594727
xrKfSC,l68P4HvP9q'ZhxaonecRQlr#6 ,39.546246
pngTNKFdQnOsAi,l6DT8i'VPfvQmsu6P,8653.579102
DAPMoMqLVhOv,l6L'd'xTbJ,6425.684082
PwhHcXzMrtIBI,l6Q-5C.1e442Ow?74ZO AYX5'0E,6110.612793
OnImFxxe,l6SrKV,8500.696289
IDjPV,l6THk!Lw,8985.761719
pbWqjvCsKRMm,l6TkWO,4582.536621
OulzGuZGHVPiN,l6h0!O#-rZLkQEfHz,8549.844727
gcXVILHcBGWf,l6n6tGRz'foEZxw8yjKRY7c3t91S,371.704346
ZDLm,l6o,7479.381836
LlBTW,l6p5fwJGGK7U'C9Bim' yYhtL#bGSVL ,6013.549316
epnkI-pTWWacz,l6twSmB7LhcFpQX529x-sxXIQ?E,93.999100
M-Txp,l7,4221.336426
rF,l7 RWRtg'f1'ddp0BdvkdLMvBqCX,6808.062988
KUammriMxqDlZVnj,l7-!!XS,868.047852
sEJpRMu,l72RMrhn4sN!c8,6807.878906
efRqxOTaZe,l7?vkE9MyNVHpv,4171.869141
wz,l7Fw5cpQTPyi8k5'yFXs,4267.836914
KNVTSjINrCt,l7H9c39xZ E#LRJ-VYyPZu0PEEMAeI,9445.902344
tHptusolLNW,l7HgfCmSB,1915.840576
jFqqrwZ,l7Ko?!BK-Lq,331.177979
eipBe,l7M?5iIXIY,1596.036011
pjlmHEOwcvb,l7Mud97SMok26OW5U,9890.489258
TuLjluTkjtSz,l7WwttcbZVwI  a7kIUt48hE,4810.318359
UhIctDmVtsiE,l7YAJL4!d!,825.130676
gNEtEvHKFIIi,l7a1DTM8jH-#MZ69??C3Ig,5465.014160
D v,l7bzxy.w9tmqvl0wETJE#7ceEU cW,6609.449707
VdvSFXA,l7goWoE9!O?BxiiZj4rpPp,4829.680176
xyfhWgqJQkjEk,l7ijw3CkPGKGiwMq'18Y7tl29Z0hdp,9152.374023
fvOaDWEKwiECQQJ,l7k7dko6kXG3,7239.464844
JuO,l7oP l#9axAJiBXQbWbwjDPutU,1036.800659
DHdfauUtrrA,l7rx' Yw1,5769.838867
esRT eAX,l7z-xpK'T!5p MRw2.k09R#,2956.996338
mPRRG,l8!UD!K0w6,987.055786
YCtc Y,l8?EpXI2,6915.349609
gnVDMajXqxmnT,l8?fU4hqnaCX1W#O4s,6313.567383
jeyEYpMugUvqvYOn,l8AcbEKu1Rm6h?J,6737.721680
ZvNbVrDxkcnHhR,l8CYzWys0RyB8A4hAP8CjMc6RARKFV!,4446.089844
EfH,l8D.thlQmNoZAOqX2h3bEx,9453.632812
dgtkCmCuLip,l8E9N0K40hV2qt-Bs,8408.055664
Sso ZuvI,l8HGEIseJ,7243.919922
xYAv,l8Jw 3dh88y,8597.294922
KBD ,l8Q6QhJS6CJc'jc,1803.724976
KLGoVSqrOapa,l8YE.WORNC,9959.275391
U,l8hU81sA6XhZmDb#,8061.916992
MaEfsCf,l8odmW jHBSSTb07oMT0pS9Ryr?,9208.139648
CBgwZad,l8pl?Mps!J,769.321777
pm,l8q#d?GoMDRtx9! 8V#ailwY'Op,8521.826172
iAcfBDedyzW,l8rXQ,3934.829346
KrJtyqZrqgvN,l8sp-LHyamxklgZ5TzpkKG,715.481201
uznyPP,l8t1DqXvcT.xDnaRDZ,1045.928345
w,l8x 2S8K3h0#Pw1A5fzTB Zwc,6495.530762
EoOIJZuFCOWTPaz,l8zAtFAWo6qTK,8703.678711
ks,l9!iSQL6am7gFGK,8935.094727
eIsAeZgNjk,l9!jfqBp,5328.252930
ARkLFL-yaLaQshO,l9'VN2Jk g ozysha7E2ldxAmfJ,2294.654053
WApWaLAdPsu,l9FiO.qLY9VxFR-GUs4Cx3c,4565.826660
yzAtUYjTXxfXB,l9IRNp87mO6vu7rZOevn0StXN,6037.467773
k,l9L-kAf7,1479.552856
Iz UZfbTBA,l9OgxGaRs#M!YsD#xTldUtKL7K4C,9425.483398
YjkE AaVG,l9PQpW1U8B,7966.933594
TyrzlTOD,l9UP6s!4vA4StKFSo,9952.615234
 TABFI,l9ZL5Q0x,8915.385742
ehoeNvxGf zOjE,l9cJtx9jrDSd8'S38iN2I4q.GvtM,6979.872559
hIvDLh,l9eFN!'QKJrnbwzQ'-OCNgT8IJlOkw,2538.201172
kpwkyoCzvnfdFlfm,l9mSR.vYlUN4JBUI8b8f,5120.961426
erRwyL,l9qfPh,4884.291504
HdnnSDfQ,l9r'rpNK,1667.434937
ubUKzdxxPTyZE,l9s8SnFX Wbx6z,6869.928223
BX,l9tcULti6Rmci#5DgvTk6,9593.608398
fXnI,l?,247.668411
sECWIUublgfU,l?,2668.175781
zlORZ,l? RBgL#QigYE?mcz!qu,5417.047852
SlHOoB,l?#dRN?# S'sB01?f?TmJ,4220.311035
MB,l?-?-tX?k6v5?bODY,8294.100586
Z,l?-gvoFhY,7159.762695
JCe IRutpzwYVm,l?0#kXK7mkPw,2386.683838
h wEz,l?5#k!XSpO?1Zs01yHmq,577.356018
I,l?6UER!eYpHk#ZXQpbOVvCHTp#,5019.894531
NxVGlwLRkIEWjJ,l?EyF?XAc'1b,5256.857422
nWdDkBF,l?F3CPFd6NE9bfk,7578.822754
uEhjYlpH,l?HSrjCJ,838.751770
ABraMfSHA,l?IyBT?XYZ.La.U MH,7104.184082
YPKgiBfSigIgDsG,l?KJErPbNyGGHpPy!48,3669.121582
eTHU,l?NJdkSQOVdd8,1958.929321
cwWLp,l?Ns6t!'yIyC,988.897827
A,l?OQC cLTB6A5,4249.632812
BbqZ,l?Sd39h9,9364.543945
Wf,l?U nAtMs7lk,1047.078003
nXSBGOmsfix,l?U-0TTRJu7VnkNrhy8AV!tCIFZQ,9192.847656
ovf-JRgcQUFh,l?W# axFlM0R,5545.799316
SWfnt Mg,l?WVopQSyTLN,9877.615234
GQKQqdiv,l?Xc-g3LvI4ToRgG3V9?iC!-h-GHi-,5920.117676
X,l?Xk5nNf7,9151.009766
YSyqzQFOYDkAAAYh,l?YJUsRmWBL6YciGlgimo 9?cvnUl,8488.846680
Pe Zw,l?b?pTzM9kZFx Dzb-fF-8ZT#F,3418.246338
SSEvLQ,l?cxt,9664.650391
gcaeAqXK,l?j2#tHd'Ji.ltKZDyg!CI,3302.004395
LQloFspkNflA,l?ocaO9yAsxSKjaR92O,8291.688477
KuVndC-Rw,l?r5##0nK6?vRr.dUEo?B#ziDdxK3KI,3661.010010
Vf-aCCuCheQTjK,l?wpChiTaO7,1328.738647
Xk,lA,704.699158
KtPtJjBpxNZkZ r,lA!EyePsgOR6rIA?C3usEbp,213.111237
rLPrnUu,lA'aKe#Kkh6,6097.280762
AI H,lA'xhUfw?UuEG'K#UURNN-n'y4Q',2184.613281
OtFj WnC,lA3U,3381.978027
SdwmhOvs,lA4vX4fQTR aQ18j!uFfP0Eyb9d-Tqg,421.918976
JbQKNbFrtxipjomm,lA5iykluZarP',7340.020020
wXSEOngtwr,lA99'VxNkgqmJD#GkaA23,1305.591309
sLoHtjjO,lADS1h6BCg8t,1447.007446
HKqDgnwKRZu,lADn kvPNSeGsz,6515.573242
dbbSz,lAFAv2w4RFyM#U2V3-.G!zB,343.259430
k,lAHDqE4ltk Gb5MI GF,6354.589844
tX gfkLAXOuBQG,lAKzET?Uuhc0hX6#BY6xYq,8654.137695
-xVukjGNgw,lANgUBnU4BP.RQIf7RyyN-9eDSxPgh7O,4664.248535
 WTHS,lAOOx,6226.625977
nQmt,lATLbzQpjY?BPXz,9851.338867
DPGIVGQXVHfyYl,lAaOvMB?!xD#rtInWx,668.836060
mRwIL,lAaUmSA1zfgrvD30!x?c!lz,1526.344482
XjlC,lAakLZ3zXnO8,7385.140625
iiPVFs,lAeqCiXf-gMpSRkiAkF!jhD-mWC,2738.817383
KlTLzeyLkOOSJOVg,lAggXczc'8VBaMoN,2953.462402
mqSzEf,lAqeBRbnX4Z1VYGW,8464.506836
x,lAsi  Oc9QovR#5zKfvn u.Rl!,6941.494629
KTa,lAwPIrc,889.632446
DZApsGNjLTtUsqM,lAz-vlHYOj5?KYRXL-g1W,5405.839844
RPVAzzWhAkAVYX,lB,535.393127
JemQLlTIVIcjIsY,lB2APhh9dCl8UHVzn,9655.573242
G-deOmMQb,lB2BW0K.lcQ6T0W26c!U?7Q-AaeepG,6936.805664
mnKJHI Qx nTuubP,lB2rvlinaj8dv4u,9517.196289
oCZv,lB4oftjd.9'msw2L?cyDxYUuvRz,9802.098633
LftXvkPwYz,lB7z4H4,9530.037109
qcmlZxbjICfRV,lB9'u PR6epZ1O7k,5407.080078
Ky,lBAGhwfz,7273.835938
vGoJqkFAptHxZRPz,lBAPm6-?BITeUcWTdShMQ,2902.193115
BGcUA xxAq,lBAzpM2#AGU.VtbEImy,1036.187988
KF,lBBzlIDf6vqOD SFkWYeF9tLyV!T-,3089.188721
Apnh-byrafKPC,lBERS!-UOsdWMblE.OU4GXsegjNP,3561.405518
HW J bWGshg,lBEtI,6946.669434
XTTDsh,lBIKlcUoknprp2f7LWiUGpcPq,670.905334
yqB,lBSFASgCjTN!xYCS 5Q1nd.O6U6a,2098.450439
sTH,lBeMUGdl7aWnQg5LQyE?Je,8510.023438
dAoyCPOhqORrmZ,lBfqf,1782.577026
aK,lBhN87wlmPqm1PirWmJZyr9ZN7JXGmxi,7881.882812
JMMpPXbMGlQQzrN,lBn8gP0#GMJzlxth81j-ZXjxAhmXQlz,7173.601074
mfl,lBqImHTx5nZ0'R94p6Rw,399.520569
CyfRXgUEjNFF,lBxSclsj9uh7G.3B5,6501.391113
MAWczl,lC,6881.277832
iMsB,lC,9726.277344
nqaPDoz,lC'EGSIhV5,7029.695312
KZKetrHBMVs,lC45d-let88WBW!,4957.044922
w,lC8vc4X3FhAepL#JGPrEUb1Y3RU8,4906.127930
iAwmF,lC92Ymz8Dm6cbREEXD6HNzpbw!Fzq,5783.664062
YziT,lCMne07zWHUUUOFnTazeMoG3Jy9YqCmK,4295.296875
FVzat,lCN-OSR57Pa4ndWziKK883xsaChcF,571.452759
FZ,lCSq!t8GeM4C5nyUOH EgYlOp5mEWG5Z,3971.550293
Zh,lCZJs5'q79sT41qM.zMOBuqc,2185.020752
kABnBFVijspPxPf,lCdcB xXchG4iCHDbgZ.QR CH,4726.054199
ISxsOsEkh,lClh-psifmsJ,159.776779
zgZcqco,lCm- a?pO3Ub-mzSw1PC!8,139.061890
tZoGlkB-jAWqwjuG,lCpHbeYTzK1covU ?uqBv4t?MfKQo'I,153.506042
eNxkbeQSPdcp,lCpnNE!p3IHWls4?N?Wj3#nDy8?,4208.908691
WtFGhjtkwZF,lCtabn7ZiXhhIXOw1Ua0B1A!G,8351.789062
GSFFUAXTRJ,lCv#S3gclA.PgN!xwDMv,6320.227539
WWGFNRUhUON,lCwUqKfVIX 1EQJ,9918.584961
dS,lCykg7#eFpv5Ti70Ds0lJCf deJMsK,2828.845703
mIuFgtqHs,lCzrMjOkI 'koyx,746.223633
QxTH XgKyiTdWFD,lD,7673.354980
I,lD,6623.624023
naUFhKlAZVEq,lD,3947.226562
wQ,lD#5rPrSyYQ9DIlxaOM0?c,7517.119141
fKqKURYdLzu,lD0#NXe.-1Mb..Y,6713.483887
ArulukapYeT,lD0VVp3P,5637.133789
agCMsE,lD730e2'AJpqf3IsWMV'3?s,3795.944336
 hUATOzt,lD8ebNrR'j,980.737854
dDGZHcCUNZ,lDB.mCaK!wJWs0,3930.380371
Lme,lDK75m-I!EShUGRZHPO594w-HP3o,9470.402344
fTBNBbCqgiiQ,lDLzu#42cCvHXXOs6JQx?'i,6453.940430
vGBOpItXtZa-Saqb,lDNXHB,4097.659668
rjrFZLY-JENG,lDTddjGtPdQ77wWVI xrWvYfFbg4VO2,855.333984
MeylkSoYeEtLB,lDZWC3Zj#TcsU,7814.692871
EADzGHviVmpJq,lDZyEuvfm6OI-j-ncx0wBYy!vj45.8zB,4958.420410
WYieGkUQb-UffGK,lDq-dTTpoZMU dPz-TYlL#oECcu,2544.101562
dRzAhRAZDqmLUZ Y,lDsLN76#CD2ApjdqMKWeAD3bWOobvY8,5383.184570
u,lDuKDsej#4auVawKdsaO#X xA2,9006.368164
OBrwCk-vINlwI,lDxDeZcPgX,8747.705078
osMpIv,lDy,1097.337280
imWd-vDfeTFE,lE,2478.225098
CmTyvjb,lE.m,6239.938477
aPge-AfP de-i,lE.mLc2.LI61YUkD33IbmGvFOdJhIK,1897.089478
RkyGTbvyDL,lE1g87eJnsukVs QZF!p2N-q,2538.163330
tKcU,lE1oBT7mn3al,374.403442
YmdMsHVB,lE3ajAqDSIG1'YyvXS4h8xR,1119.598267
DAwekWo,lE6rcHj#e-ASpZFbmr-iCkCDFd,204.254425
qMOgDS Boz,lEE3l320cg8G7ew8RGHJp7wP Rgl uve,7784.679688
gErbadtmt,lEEJAI#LzzM65rrWsN33IR,7447.971191
I,lEEN!#eNXI 0L,8108.728516
c,lEG9yL9lcQF1Q1HDfT Ziz1Cd-9C7,854.655151
nNWrYRkewA,lEH9huvVlF0TOx-Bx-FGn2xmO.xh4,3789.947754
ZvPIQLkRFHkQZU,lEHqZMtbWazuZJ-q51X3F6tYEC-,2761.193359
BBkrIhUTrZw-,lEIKYv94etUhHCO-sUypzl,7491.162598
B-MZbml nQdk,lEO7KZW7bUwV9hU-k0'hsQNwwOU,8981.395508
DzEvpaQJgov,lEQOs.D7-wACIg0XKsvnEfB9TsiARr6B,3260.757080
cB,lEQq ax#IWXsMNDkOr,5964.484863
W,lERlsBm?IXQ4-Wa9dLX4LYs?115A,8847.847656
LlVrsalLDTJ,lERtiO#Dtt,4560.286621
MdElIZKWebGX,lESlQHo3yejZ3 LYM4Rh7hzCugWpLCrl,2932.685791
AI,lESxa6eBvuWhMcF',1912.730591
xUEiKYLMFFZkQae,lETs,5460.780273
Pcox,lEX1t,7154.231934
sYzNvJ,lEi2w6sdspjBlkjPE,1618.010498
U-cYjgXOch,lEmznEXjjXG9DNQC7W-7tOhH,8265.776367
IufCL RVzJpo,lEp,1833.241577
XfvbYAkzY,lEp4j#QnmI-,8442.175781
H-wv-ghoEUhD,lExjAcrxsmDtcTuMwHT!,9960.765625
ve,lEztPHU pG',5738.803223
MqqXSXhqGZK,lF xF,3399.800049
ZJJpPoUM,lF!KyKtniUkBP0tbw,152.519455
IcNEY-eq,lF!lnRyXqUwGsedJa,1190.523438
fJXhaa,lF#I.bgWXaYxnnrgf9bloSA17BZYW?ec,8131.289062
itKCjLjxpDWbz,lF6EDp.DQt6MNzlnjE#KCQyw4X4Hy,6779.769043
hDSXhI,lF?zKTg,8986.124023
HFcQeSkvWAMWSgr,lFBf 85'gamxl'rHEr.g1HQ35Z,9947.083008
m,lFDVm83lFZo,9182.448242
eHfpdwlhPa,lFGWSeY?FWUP5,4426.859863
v,lFHhUHEo!C1xc'8'Rh?.0 Zvm,9587.202148
x,lFL1t2DdmGFSnTIgusnp,3483.083740
MFjlFQKfaNduKlc,lFM9aPjo7hUTZUV#6aD4mGt,5198.480469
kqLpEcMRrVHz,lFP3er!Ark0qm C?D8.eObvo1kM!8XB0,28.003086
sYjYiUZZqnOq-,lFR6wH#mnp hS,3337.995850
dip,lFUz99mlgq#6pRGNaQ35ijS,7297.021484
ucgxOSqw,lFV,4443.106934
icJ,lFWodq'WT5wzz F3bmJ'KF,9689.158203
-HqfCWwsITzx,lFZ'8Oe#hJ9Xp4'8hDj7i,2416.321045
OqcAPsfpz xU-u,lFrScdq?sj4B,9704.314453
fbyWUR VfMxHB,lFsIv4c!it-DXgJUkd,7674.645996
ZrlITOTxStIreM,lFx8K,3648.782715
zdBgEBLa,lG,1252.176147
UbKmchCMi,lG'BIkN-gap4Z5yBXO 9DmW5ipY.5fO,4898.255371
HiZrbVMoOyCTDMhw,lG-Sxl6sRAtPYkHH2,3743.322021
QDuk-TaJWsehgyFN,lG6EBKhBeNbyxkNAzz!wYkUMn5Sg'8,850.460022
fTJn-RpGYSmETL,lGImpXT4KY0#h7Fp4qq'v-GAFHCqsC,7138.380371
dXEu,lGIr,8654.261719
kdzDPRzjhfnbPfU,lGL8xwV,30.878475
XaCAgIVm,lGLDZdZb94QY5qx9D,9562.866211
aT,lGM4wge'skKQRkO-I6,8540.061523
Lzz-grSvBVxdd,lGNWhU2rz3,228.191772
QBYqUYhllRN,lGOZDcPzH2VLS,9364.498047
EYjG,lGRtJ6ygN#wcyN,870.788208
zWzHuizgnPDmdC-u,lGeU-yaOF50r,4176.008789
jOEPPu X,lGfspgwRDrCCgkEaL?A!K,4674.871582
ffuYj,lGqxP,2103.921143
YDGBr,lGsAR!HZ4df#p1U xR0KHsmibwi8ZT?7,6431.707520
txGPruVjAZyY l,lGw!,5105.901855
tMPf sEJCXUsKyOv,lGxTP,5263.486816
HmVKcvc,lH1,1470.547607
dmjq,lH9f0HQj9TuvjlZrI,2736.401123
IvBpPcsovdExs,lHB8BIVPUD,6867.550781
ikxLgzFOpf,lHBqnAoS7 b1l-#9d484YFTar4wh,4687.249023
VWfGTvbHC,lHJ6GeJ,3861.940186
zqbh-suxsiZbhMe,lHNdGN,5740.784668
VFP,lHT#!chtJ'Jkp4TvPvPXS4r26QDDgUj,6087.948242
-micAijplfML,lHUC-uJBDKroga0KH.TKniBc0n.ARQjQ,1288.017212
eQdH,lHbruCwQM-yDFKkN1,5754.848633
wn,lHdWoI0tp6,8658.860352
xRFSSeSWcoh,lHf4Q.ytrmN oi66x'?,8045.497070
ZOaweqaTj,lHi'Aa.VX CZR64?xYxrcLM,8857.369141
Y,lHk0QQlQYyFwV1UXv9PO!AhR405,2736.848389
qlXxWCB,lHkOj9,2187.101074
-gGhLLetByBEB F,lHmNjRTJqIzZYz,5743.996582
UgqZeNcBSeTEgqI,lHpv9f7W.FXdvu5i2VUlPBZMug1SR8v,6740.154297
bXOrOsGOlG-tW,lI,847.386536
jGdAiNHPiqM,lI suscSYz8YDjNak,6059.466309
lCek GLtwZ Ceq,lI'dFoH,8030.772461
 Wqoi,lI0'nX SW.WV,7027.901367
oTSeQd cICFDE,lI4qjJr9iRi RZq4FpGDX8w5rO3KMfz,7185.030273
aTIEpvdVFsAYf,lI6WHBKk.XbhDsBV z!i2A,951.045471
j IGmdf,lI7h4eB2xTdqj,851.441223
oqHuNumAi,lI8PY.j,2252.257324
a,lI9SIKV1B Fil1QIGELsnJTB4yBg,2908.305664
yJBsIyiS,lIB5#25aU,5659.970215
luYMaQf-zvllRdfR,lIIOgEZcmezGeauPlVP,584.392517
ycwvLKPD,lIOAg329'sO,3592.331299
ZOdXtNA,lIQuFDGbncu1O...0L8I5vPZC1KJhs,9219.093750
SajYQ,lIUTKSf1VO#nkWXWj5cY-hmmk?VqOuca,5918.820801
kHy SQtU vD-xnMo,lIXtoK!mSpNO#BYCH.Kj,7785.314941
lPwtti,lIZD,6323.505859
FSrvZgJRw,lIa,5610.347168
eWRilykKw,lIbsz,9617.777344
uUs,lIg-KgtbzpVAf,9534.727539
M,lIlT8Y#Y8,3103.799561
ZsskJwC,lIu FHn3j,4196.960938
d,lJ 7C,8109.082031
 tbHsBI,lJ-tifYMXDLi8SK7pEqjkk kJTtsIE!,2568.905762
iXnXICchGlrl,lJ1W18flO5kPW?,2795.791504
-VmhL,lJ5SMvxMYeX'gIaBU ,8311.130859
HAjnJI,lJ7,3551.012939
KRbQTrYFSPDdHOL,lJBL7t4'jUSWpHq,1448.889526
TYRgcXluUDRFTL,lJCyF,2581.503662
yVx,lJFtc 5'eAPM4svQzEjVxR99mA3u.,2478.261230
wBcvtYhl,lJGmmUlvaYI,5212.004883
f C,lJHYOlrNqp05L8JNMReUmlfPFFs,6089.665039
iCwEgot-XjXtkjB,lJSi84axXICxmnrxKgtTWQYnzD,1506.358032
DsQ,lJVhPMtR.HkwuzygRMWVsk0?gszw,2135.308350
xPXcTplAMP,lJXmFukRLnsMxU6Ojt,6784.232910
MklLAe,lJblalg,4081.084717
PGriHp-EBCsG,lJfdjl3QU1!V-jHu,2374.710449
Tw,lJgfY#.R?'pHJ9RsqG3d KB ,669.676514
 XhRbVnwGENs ,lJhCRKA'!,945.878784
TZHdOZYcjt,lJhyVy2aN9l2NN4a4?MXMiKTJG,7383.103516
tYJ BRxZkDmJRcn,lJoCu,8004.044922
ljpbYDciCUfBXRvR,lJoFdT#lkfUntFdgnAZ7ak'yR,6405.521973
sjpjgZMYaZ,lK!fh?T2iz1dYinpHTf5KlG!RN?v26J,5515.765137
zF,lK3VO02Pk7e oYZ.T,4208.801270
VAUeRPIOstSR,lK6#imURHRv'#0pRF-ZJhp!V,5219.888184
FLrhSoR,lK9Iw4QcC'qObrXC.E2gxzB.,1891.840698
JNqAyQSRxA,lKB9'c28FJWCryRpVk-PcXfb7woy528,6551.037109
 ceizZCbW,lKFxSZRUB5QBzEVr-6CjDA,636.895752
tuVo,lKHTcwyYPvvMYgfZ,6690.671387
gkCb- Gc,lKHcY9UmYZjQy,4904.614746
pxEWu,lKMIGXUUQmLzymZmtZGv,1786.628906
-XJd-sWTBDesXa,lKN,1899.484253
xN,lKOhRMN5Cj#pn,3422.435059
ZQePbBxgkqTDj,lKQaM R,2414.036377
yoqo,lKSr4#JaQj6qk9,3438.035645
ukkObLM,lKX,9378.043945
Df o-rWFI,lKX4#5o.cSefzuw8kQ8v??,3267.354492
Fgd qkSQaobAHh,lKe-.w#1H8pvuMORq7i,8149.710938
bUu,lKf0 NhuSJ40l7FCp#BOcYy nOaI0t,179.270813
T vc,lKfcjzePn?rVtPR#TDO9z#RL Y32,772.528381
zdasCyAHKcEOusi,lKi3TD 0q,2047.950073
NdBaOFlY,lKk'0!q1VWYC6b7TQD,3272.218994
n,lKnmwz9de6!1 g'zMwF,4438.270020
LaijDbBfWk,lKqeGW12FFCR8W-Ufd8NBGuPaFJ7,279.554962
zLGUcKXpcQvhst,lL!Ib7YIroS1MOHUhmRuGDbOa.'l,908.651917
u-zCmzAHj,lL!Q'J,496.946167
SKxNA,lL!bJ ,9743.130859
